gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MonthlyCharges,TotalCharges,InternetService,Contract,Churn
Male,-0.09847443720440008,No,No,-0.43256305291803054,No,-4.659330860752318,-0.04155793775927663,Fiber optic,Two year,0
Female,0.2797444569232592,No,No,-0.6053493325366077,No,-2.5566437398817143,0.4236307655396778,Fiber optic,One year,0
Male,-1.3717605621300926,Yes,Yes,-0.26877254410552054,Yes,0.8011270764716018,0.9867610994167715,No,Two year,1
Female,1.5022346993625806,Yes,No,3.6466153964477384,No,5.375810935870491,-1.9079195289318467,No,One year,1
Female,-0.11222280837722487,Yes,No,-0.8377186896409556,No,-5.13138743788346,4.251479113514678,No,Two year,0
Female,0.6172187459829026,Yes,Yes,-0.4502049880484681,No,-1.977883708819871,-1.0558874652445578,DSL,Two year,0
Male,-3.43149560517941,Yes,No,-2.107669491203097,Yes,-8.078854597915093,2.00786560219953,No,Month-to-month,0
Male,3.67430519059738,Yes,Yes,0.5052486327351574,Yes,1.982482912309593,0.6614036316249152,Fiber optic,Month-to-month,1
Male,-1.5980730837750534,No,Yes,-0.9013753460734948,No,-3.4164675051650275,1.8760378898807,Fiber optic,One year,0
Female,-3.801137266155865,Yes,Yes,0.10260299397605599,No,-8.385097644131344,-1.598147417821036,Fiber optic,Month-to-month,0
Female,-1.834548239759314,Yes,No,-1.554735724869737,No,-3.715681453182266,1.2433721246301443,Fiber optic,Two year,0
Male,-1.7138837875754864,No,No,-3.9276930677597717,No,-1.9183773295682627,0.746926987428197,Fiber optic,One year,1
Female,-2.490932472350541,Yes,Yes,-1.186300371089089,No,-3.2727022945765025,-2.9852131653632075,No,Two year,0
Female,2.1472526994660845,Yes,No,-1.583366104168494,No,1.673571940727976,-0.31893353881961173,No,One year,1
Male,-1.5790718455145618,Yes,No,-2.0025675109285936,Yes,-1.4263838076348971,-0.7582756328007287,DSL,Month-to-month,0
Male,-0.5878116195678886,No,Yes,1.1340602322074678,No,0.1975447816033605,-2.1947010601389136,Fiber optic,One year,0
Male,-3.20431746916189,No,No,-0.6930597730080118,No,-2.6515552256141848,-3.5071983348589195,DSL,One year,0
Male,-0.4064808522253247,No,No,0.5985640085224275,No,-0.3819918467065127,-3.093008719674438,Fiber optic,One year,1
Male,-2.473485045570074,Yes,Yes,2.720279000590182,No,-0.8732282132344671,1.5366809981945404,DSL,Month-to-month,1
Female,-1.509882519739472,No,No,0.2341528544371997,No,-4.630068147416585,2.3866287142526734,Fiber optic,Month-to-month,0
Female,-3.7876635176408278,Yes,Yes,0.7201933706950585,No,-4.4911339168520445,-2.3833578497037564,Fiber optic,Month-to-month,0
Female,-0.6657901714442565,Yes,No,0.9208990846716485,Yes,-1.1011777750670337,1.8685902938134311,Fiber optic,Two year,0
Male,0.44434265395627826,Yes,No,1.729267671173269,No,-1.3615101579968774,1.7607860748198447,Fiber optic,Two year,0
Male,-2.9632075896478245,No,No,-0.06335947242127749,No,-4.4311079516237815,-4.346655502675197,DSL,One year,0
Female,-0.823067330971988,No,Yes,-2.707447010024029,Yes,-5.371864240099669,-1.5363628606473734,No,Month-to-month,0
Male,-0.6914408902587537,No,Yes,-1.7094133772862765,No,-3.640473735320394,-1.724692220338678,DSL,Month-to-month,0
Female,-2.3858161277694414,Yes,Yes,0.5804407912773331,Yes,-7.06701566782479,-1.6994100655156885,No,Two year,0
Female,0.6594565018455967,No,No,-0.5187966265573942,No,-4.053443610056771,1.1961037162249784,Fiber optic,One year,0
Female,1.8087200686265024,No,No,-2.296191164932194,No,0.3029242543053006,-1.9495502583645874,DSL,Two year,1
Female,-1.211924399561335,No,No,-2.131454667175904,Yes,-5.606589845065449,-2.5863939952120423,Fiber optic,One year,0
Male,-2.418159575092672,No,No,-3.069482167045446,Yes,-2.9515917680231007,1.6291163215317594,No,Month-to-month,1
Male,-1.9416211462202857,Yes,No,0.46127963146086615,No,-3.4010385866323074,-1.1779279577107973,No,One year,0
Male,0.7238784047544504,No,No,-2.150469644127517,Yes,-0.3762059058375844,-1.8937802039994027,Fiber optic,Two year,0
Male,-0.8434663140813353,Yes,Yes,1.3788810821485251,No,-0.009635238605297377,3.764397427409663,No,One year,0
Male,1.6443973445741715,Yes,No,-0.4825240748203006,Yes,-0.9353587561846977,-1.05664824616357,DSL,Month-to-month,1
Male,2.4282171426457904,Yes,No,-0.617095113524311,No,1.328899353545733,-0.5386724864549045,Fiber optic,One year,1
Male,0.289824699979097,No,No,-1.3910142765553946,Yes,0.2595656222095443,-0.22647125055521722,DSL,One year,0
Male,-3.9133365709519894,No,Yes,2.1168425806219946,No,-2.1309960196572324,-5.5584052301256035,No,Two year,0
Male,-0.4663520875143843,No,Yes,-1.2229971420013965,No,-4.299678802825123,-1.6851901343031177,Fiber optic,Two year,0
Female,0.27525755010288266,Yes,No,2.045176807229949,Yes,-1.591208737699504,2.0540389166155375,No,Month-to-month,0
Male,-1.0304965960169092,No,No,1.3666288136212557,No,-4.9094219492065685,0.4148676521399044,DSL,One year,0
Female,-0.9855439651953031,No,Yes,3.464367803597612,Yes,0.6199376726321345,-1.7661248578245874,Fiber optic,Two year,0
Male,-1.123190922823423,Yes,Yes,1.2277852747053577,No,-2.8097190755419836,-0.4199691345455101,No,Month-to-month,0
Female,0.2898627252094581,Yes,Yes,-2.5973424852975375,Yes,-0.4072874165699658,4.756738303370947,No,Month-to-month,1
Male,-1.8342437680102543,Yes,No,-0.5424434024942204,Yes,-4.933220546998576,3.0869427993804357,No,Two year,0
Female,0.42559111581268616,Yes,Yes,3.1666214002040074,No,-1.6081848364867442,3.2883664346748427,DSL,Month-to-month,0
Male,0.26220064348197014,No,Yes,-0.7914652359825033,Yes,-2.351443808285892,-0.45584333322201487,Fiber optic,Two year,0
Female,1.2698670313251639,Yes,No,-0.9690913943914785,No,-2.8137035093585587,0.11160245982456818,DSL,Two year,0
Male,0.304956273699196,Yes,No,1.0276895568511462,No,-1.275173063347147,2.865035295910809,No,Two year,0
Male,-3.2037863879614843,No,Yes,-1.292957036018076,No,-9.40089053526577,2.231206803807334,Fiber optic,One year,0
Male,-0.21555013185307637,Yes,Yes,-0.04414950013320673,No,1.1281028192924445,-0.9784732491994381,No,One year,0
Female,0.47789693839360536,No,Yes,-2.94203763047768,No,-6.201142289327084,-0.5403117691987029,No,One year,0
Female,2.193593041148938,Yes,No,4.224413825063878,No,5.330375447756481,-0.601511647244771,DSL,Two year,0
Female,-2.4171713401908947,No,Yes,-0.5243198656752673,Yes,-2.9412167228436945,-0.9901657032830871,DSL,Month-to-month,0
Male,-3.290744134868952,No,No,1.6923073074628001,No,-1.857014088523745,-5.745042220576521,No,One year,0
Male,-1.1831437344424867,No,No,0.9009828135926188,Yes,-2.203822343135108,-2.323730835254476,No,Two year,0
Female,-2.2133605044202467,No,No,-0.5731800679586421,Yes,-1.8112743626880237,-2.4956485060212117,Fiber optic,One year,0
Female,-0.8228083788559926,No,Yes,-0.20938511667742765,Yes,-4.458392198574759,1.6935858987279366,Fiber optic,Month-to-month,0
Male,1.2155486242667783,Yes,No,2.534954408145717,No,-1.3641426891620534,1.694993494140101,No,Two year,0
Female,-3.0918843488441925,No,No,-2.030077712505644,No,-1.6913643055169947,1.8240286462750568,Fiber optic,One year,1
Female,-2.13552430655484,No,Yes,-1.65673169325517,Yes,-4.016017344314393,-0.767924041518866,No,One year,0
Female,-2.1264171516229533,No,Yes,0.3576433601464106,Yes,-3.184950504011129,0.7278331929912911,No,One year,0
Female,2.0344728192272217,Yes,Yes,-0.5180143867182396,Yes,0.9093829804353266,-2.5408411542395193,No,Two year,1
Male,0.5829193853038845,Yes,No,-0.41195296106206936,No,-1.434489989258497,-1.8715478977677513,No,Month-to-month,1
Female,-0.8321809057779328,No,Yes,-1.7706123771443711,No,-2.1041844955270257,-0.4896058422369952,Fiber optic,One year,0
Male,-0.33379322576696213,No,No,-2.228314580713164,No,-4.634742310851278,0.5387822369748569,No,One year,0
Female,1.6509969291739703,No,No,3.624215449967199,Yes,2.268487328437046,-0.9122001247502458,DSL,One year,1
Female,-1.9979775619185063,Yes,No,-1.4451996793785544,Yes,-4.33908756848191,-1.372629199241492,DSL,Two year,0
Female,-3.240672891017286,Yes,Yes,-2.0409885545967104,Yes,-8.306852173767277,-0.5453876872599042,No,One year,0
Female,-1.1757465467353985,Yes,No,0.2593329050418709,No,-1.0767664703046915,0.21580539021646916,DSL,One year,0
Male,-0.9764914165003191,No,No,1.2472467323687635,Yes,-0.4594146015334287,1.5255614840552085,DSL,One year,1
Female,1.5477590635734928,No,No,4.013531587709157,Yes,2.266533981541643,0.6924046481695538,No,Two year,1
Female,-3.1015843068228572,No,No,0.016171260679531008,Yes,-4.9592256800035734,-1.9314045249028204,Fiber optic,Two year,0
Female,-0.3842987711795566,Yes,Yes,-2.6088431880466345,No,-2.619921090576736,-1.6448995903784986,Fiber optic,Two year,0
Male,-1.1770506805647032,Yes,No,0.8642434958471256,Yes,-2.618301399008229,1.6971846769842571,DSL,Two year,0
Male,-0.4674387670022754,No,No,-0.7092048929614361,Yes,-2.01379773102793,-1.0930103417023773,Fiber optic,Two year,0
Female,-1.803287388074685,No,Yes,-0.7199788807777403,Yes,-5.022829797535304,-1.0140851357998932,No,One year,0
Female,-0.24016510825411674,Yes,No,-3.251567668174169,Yes,-0.2530290960147398,0.9030816126049019,DSL,Two year,1
Male,1.3004207650609048,Yes,No,-5.403297117552883,No,0.3792902287129973,0.8862208086996953,No,One year,1
Male,-1.4074490733257548,Yes,No,-0.17539698879225263,Yes,-3.1484630160102576,0.6537478461417743,Fiber optic,Two year,1
Male,0.0725608421854842,Yes,Yes,0.8489119910979159,Yes,-0.4694154810150618,-0.8379022812701264,Fiber optic,Two year,0
Male,-2.7613651733456264,Yes,No,-2.0703454657370006,Yes,-7.654504069408143,1.940606943896403,Fiber optic,Two year,0
Female,-2.5264425328057056,No,No,-0.7833671313562008,No,-2.29635081747715,0.6006995948275191,Fiber optic,Month-to-month,0
Female,2.1181348338034183,No,Yes,-1.7061221323696332,Yes,1.6278899699088143,0.21015772253446685,No,Month-to-month,1
Male,-0.8197871087511399,Yes,Yes,0.14397710913306028,Yes,-3.0605411530673208,3.0952747492726638,DSL,Two year,0
Female,-1.2473823633160528,Yes,Yes,1.2342136441629339,No,-5.090375374003858,1.2314847316515247,No,One year,0
Male,0.031418549284748964,No,Yes,3.436970160215867,No,1.906114930851654,-0.06525702153215662,DSL,Two year,0
Male,-1.4455523300727358,Yes,Yes,1.5409254879520828,Yes,-5.243238218397731,1.1810107612337,No,Month-to-month,1
Male,-0.8367047080866992,Yes,Yes,1.0727236518577044,Yes,-1.5584129235010646,1.6519775752693233,DSL,One year,0
Female,2.6384138683553395,Yes,No,-1.8101169696362738,Yes,0.03765892289029446,1.5294448213513736,DSL,Two year,1
Male,-1.4639176148474804,Yes,No,-1.1246513924999737,Yes,-5.450683852377965,1.0645205905983715,DSL,Month-to-month,1
Male,-0.5268843024940877,Yes,No,2.213289634908211,No,-0.6090790172952415,2.5655431407491083,DSL,One year,0
Male,-0.36478879595785574,No,No,-2.666387002542498,No,-0.555845457062179,0.9177310408607748,Fiber optic,Two year,1
Male,0.24257476536218048,Yes,Yes,2.3751135898794584,No,3.262897090889083,-2.92004816917012,DSL,One year,1
Male,-0.7283179320729344,No,No,-2.1329243564779548,No,-2.2352726442516255,-1.2051425203383346,Fiber optic,Month-to-month,0
Female,-0.7073693069787605,No,No,-1.0740546440366598,No,-3.1579379508423,-0.5067729297907249,No,Month-to-month,0
Female,1.7501588539651556,No,Yes,0.6006429917637355,Yes,1.8258422026374694,-0.5083103857861908,Fiber optic,Two year,1
Male,-0.5923187308809763,Yes,Yes,1.4254525775744145,Yes,2.359825519058345,-0.4908424698569718,No,Month-to-month,0
Male,-2.222458208075129,Yes,Yes,1.4267204650376368,No,3.6391274161997322,0.5334813513487457,Fiber optic,One year,1
Female,-1.2174300416797474,Yes,Yes,2.485754405504861,Yes,-0.8673625263128265,-3.474709215401338,Fiber optic,Two year,1
Male,-1.238099271918483,Yes,No,-3.1052277612220407,Yes,-2.0188810153964787,2.9700206540105722,No,Two year,1
Male,-4.596124343747182,No,No,-0.0287744135029383,No,-1.5867586842715664,3.5011708369968497,Fiber optic,Two year,1
Male,-1.8809016029612842,Yes,No,-1.6482232284948346,No,-2.5510923430497043,1.6559002263322955,DSL,One year,1
Female,-1.2876927054179506,Yes,Yes,2.7592298312209804,Yes,-4.347821203483237,3.5592012368057206,DSL,Month-to-month,1
Male,-0.3104518424557994,Yes,No,1.6882243345787895,Yes,0.24699362625228558,-0.03747743871211495,Fiber optic,Month-to-month,0
Male,0.6193056867118516,Yes,Yes,-1.6560354250534066,No,-2.203608694910967,0.33885301349759356,No,One year,0
Male,-0.5330812763449854,No,Yes,1.3285210212107645,Yes,0.33869253514236075,-1.4644416530896307,No,Two year,0
Female,-3.223440602477042,Yes,Yes,-1.3894775404069368,No,-3.285300976457289,-2.4359919233196123,DSL,One year,1
Male,0.7407090292499113,No,No,2.008019764909405,No,0.8695282317736203,-1.2789825444160672,DSL,Two year,1
Male,-0.9144726473877862,No,Yes,-0.2982765053177463,Yes,1.7659839972770022,1.2819757954399613,DSL,Two year,1
Female,-0.6747793995813579,No,No,0.7959099443467601,No,-2.4493919197303557,0.5524947716123074,No,One year,0
Female,1.6781114002423534,Yes,Yes,-3.3563494845146513,Yes,0.27410901266979404,0.5107365037979874,Fiber optic,Two year,0
Female,-1.0516003784020402,No,No,-2.0161153865919674,Yes,0.3538397846203504,-0.2962655752901837,No,Month-to-month,0
Female,-1.074955730638177,No,Yes,-0.6583919714628697,Yes,-1.4869292573503003,-1.341081707411442,No,Month-to-month,0
Male,-0.3484298101961645,No,No,-1.5267316400606563,No,-2.550022618127716,0.7150559215814334,Fiber optic,Month-to-month,0
Female,-2.9692991434421323,No,No,1.05495955035133,No,-4.393425929582781,-0.9301899781177874,DSL,One year,0
Male,3.9573130351545536,Yes,No,1.034779971477142,No,4.65946496978351,1.6222045772879805,No,Month-to-month,1
Male,-2.7612862308298403,No,Yes,2.038594881919929,No,-2.5779090813167467,1.7295905220311645,No,Two year,1
Male,-1.7955696169607964,Yes,No,0.6002341416928765,Yes,-4.783705157374076,1.3244758643282515,DSL,One year,0
Male,3.758675403134447,Yes,No,1.999105481489564,Yes,4.048969926988125,1.848487637657505,Fiber optic,Two year,1
Female,-1.5711671381608072,Yes,Yes,0.5430975267108993,Yes,0.8656326579474563,-2.3036501707305144,No,One year,0
Female,-1.0128042292393509,No,Yes,-0.9625510910528202,No,-2.0318748986006483,-3.1401653388666353,No,One year,0
Male,0.696985037251102,Yes,Yes,1.4658905124628552,Yes,0.7183608846753679,1.9836096958258442,Fiber optic,Two year,0
Female,-2.0274308280943742,Yes,Yes,-1.727666853834032,No,-5.902560694415079,-2.601412304452896,Fiber optic,Two year,0
Female,-4.377924950864596,No,No,0.40360423933302747,No,-3.719824430890419,-3.348973164525762,Fiber optic,Month-to-month,0
Female,0.09503585983843077,No,No,0.4652851326750248,No,-0.2354007113260123,-1.7200047008578059,No,Two year,1
Male,-0.5819609947385833,No,Yes,1.3777661083480357,Yes,-3.5649913869369843,3.88959178576687,No,Month-to-month,0
Female,0.08075459422674292,Yes,Yes,-0.4900644872395208,No,-3.520467302055247,-0.8232462185412034,Fiber optic,One year,0
Female,-0.24343184920236938,Yes,Yes,1.2740068595475145,No,-1.4977958166561256,0.7040411793144855,No,Month-to-month,0
Male,-0.1027261182507585,Yes,Yes,-0.47439942768213283,Yes,-4.673455366820848,-0.3366593891113512,Fiber optic,One year,0
Female,-0.20944852628042787,Yes,No,1.775061190925489,No,-3.0110824052108796,3.4377515031651167,DSL,Month-to-month,0
Male,0.13016951657980358,No,No,0.33676580592587846,No,-0.012937276985755648,-1.371025597771086,No,One year,0
Male,-0.5903462094709322,No,No,0.19474331617864316,No,-1.856474091806202,-0.0785203525035637,No,Two year,0
Male,-1.8231496068976705,Yes,Yes,-0.14311825811517642,Yes,-3.3226575906547042,-1.2735020873731957,Fiber optic,Month-to-month,0
Female,1.3919856349736186,No,No,-3.916160457435492,No,-5.685819376405744,-0.06078313601694374,Fiber optic,Two year,1
Female,0.1330251871502104,No,No,2.6120678235517216,Yes,0.3358451985508166,-1.510513672066066,DSL,Month-to-month,0
Female,-0.6423307376992015,No,No,0.6904573669063531,Yes,0.48006915325777866,-1.3933205024705773,No,One year,0
Male,-0.8875784553619419,No,No,-1.3300960108099409,No,-2.461121104291656,-0.632043135892973,No,One year,1
Female,-1.9454444865698122,Yes,Yes,-9.794200579094081e-05,No,-5.045099950843716,3.5190215926156965,DSL,One year,0
Female,-3.758917795303496,No,No,-1.5028925358676326,Yes,-7.775341863714669,4.816019954456515,Fiber optic,Month-to-month,0
Female,-2.832608848574364,Yes,No,0.6823728998610484,Yes,-6.529917194098886,4.294122093261331,Fiber optic,One year,0
Female,-2.436027393035337,No,Yes,-1.063000165120327,Yes,-7.024165040705023,2.3226193324599445,Fiber optic,Month-to-month,0
Female,0.2756214832908517,Yes,Yes,1.7937093109519804,Yes,-0.483827736330639,1.3969990974412645,DSL,Two year,0
Male,0.7211630594166197,Yes,Yes,1.1308587776837782,Yes,1.4305232355081952,-1.2452262293701937,DSL,One year,1
Male,-0.4462594382161571,No,No,-3.424113807082405,Yes,-3.7289115278439215,1.4190634186873483,DSL,One year,0
Male,1.357855865333391,No,Yes,-3.9255649054838497,No,0.0982943371559731,-0.6927214717550914,DSL,Month-to-month,1
Female,-1.1024754199757714,No,No,0.493811097813331,No,-2.3083539069558183,0.28078172723976813,Fiber optic,Two year,1
Female,-1.3871703324246396,Yes,No,-0.22791395237190537,No,-5.905030556598556,2.2540930497239353,Fiber optic,Month-to-month,0
Female,-2.2643405983203393,No,No,0.20294859792165276,No,-4.654479174223695,-2.746053244551134,Fiber optic,Month-to-month,0
Male,-1.7234735014146594,No,No,2.0599529761602806,No,-2.537149269849175,-0.5598151145812147,No,One year,1
Male,-3.0746923165453635,No,Yes,-0.16795873041882015,Yes,-3.8468494442995738,-2.591445030482512,DSL,Month-to-month,0
Female,-0.32151223494992287,No,No,0.9520444004138806,No,-0.23801875794241903,-2.643058340916232,Fiber optic,Month-to-month,1
Male,-0.5553570498245566,No,No,-0.12309270978835463,No,-5.942954393339561,-2.0891269879137755,Fiber optic,One year,0
Male,-2.7990280921075836,Yes,No,-0.9637036726053845,Yes,-5.1712610896384,-0.9113388238018099,Fiber optic,Two year,0
Female,-2.8413829611639887,Yes,No,0.08603561789223424,No,-5.966060652679744,1.0421174151874737,No,One year,0
Male,-0.17640437706498002,No,Yes,1.8279183578650584,Yes,0.8484107827085079,-0.7904012846666528,Fiber optic,Two year,0
Female,-3.2839020200907454,Yes,Yes,-1.299230285226141,Yes,-7.20281661769018,0.6987032837596714,No,Two year,0
Male,-3.6353187601477512,Yes,Yes,0.8849700236060731,No,-3.0731838114943586,-5.186035246091899,DSL,Month-to-month,0
Female,-1.4940195018688414,Yes,No,3.242541141211166,No,0.9220657927502722,-2.7792564281067422,Fiber optic,Two year,1
Male,-3.06740501187267,No,Yes,-1.4816676055096976,Yes,-3.818115371730737,-0.9392593684985204,No,One year,1
Female,-0.6035240200573554,No,No,-0.862455341249928,No,-3.4810286965136963,0.7840441955986341,No,Two year,0
Male,0.581011653541851,No,No,-4.220531227099199,Yes,-3.085768607518974,0.07125132097890619,DSL,One year,1
Male,0.6354932800971891,Yes,Yes,1.6862947467305078,Yes,-0.40294568098811434,-0.11931852776443663,No,Month-to-month,0
Female,-2.6008453049458136,Yes,No,3.3251372990524137,No,-0.4847680657022679,-4.112107228777731,Fiber optic,One year,1
Female,0.7783340537960686,No,Yes,3.083626889390184,Yes,2.326789302479816,-1.223487875109627,No,Two year,0
Female,-2.0375864385823315,Yes,Yes,-0.013616606379723839,No,-3.5939422109337413,-1.7576630910277853,Fiber optic,One year,0
Female,0.7883534456163035,No,Yes,-0.5880342661635689,Yes,-0.18502618177392094,0.6606810624147662,Fiber optic,Two year,1
Male,-0.27040510882190527,No,No,-4.045364736741974,Yes,-3.2092125854431877,-1.2761508982624121,Fiber optic,Month-to-month,0
Female,-2.7859187640010665,Yes,Yes,3.394695878253848,Yes,-3.314107004226552,-2.8494392669346116,Fiber optic,Two year,0
Female,-1.3762876762428438,Yes,No,-1.2428278499276206,Yes,-0.43660271179704135,0.6856337624353874,No,One year,1
Male,-2.798486350772327,Yes,No,2.6773766428100414,Yes,0.6227453165552278,1.9702499688505406,No,One year,1
Male,-1.3796156950111447,No,Yes,1.7441779289442483,Yes,-0.3930561603432187,-0.6770180938149684,DSL,Month-to-month,1
Male,-1.605933081640572,Yes,No,0.8920855276605525,No,-1.1303007027742202,0.4565376128235168,DSL,Two year,0
Male,0.3185410569166369,No,No,1.2360447692101102,Yes,-1.243521229008661,2.7676714417097315,DSL,Two year,0
Male,-0.6623307333514087,No,No,-0.6830593645192702,No,-5.409153919737952,1.5485362287480877,DSL,Month-to-month,0
Male,-2.5523193817427554,Yes,Yes,-1.0726738593209744,No,-1.0327082591142593,-0.3331224305608358,DSL,Two year,1
Male,-1.9926592487836232,Yes,Yes,-0.2598619090472578,No,-4.375297982184462,2.2743766370991088,DSL,One year,0
Female,-1.8538015391906018,No,Yes,-0.03404023872490769,Yes,-3.76064847053804,-2.462886448158262,Fiber optic,One year,0
Male,-1.0061539666429873,No,Yes,-0.013416019396072176,No,-4.026602184698111,0.07138947737365942,DSL,Two year,0
Female,-2.5156778582355237,Yes,Yes,-0.2704478134427344,Yes,-2.3356536392861416,1.2435479531618745,Fiber optic,Two year,0
Male,-0.7150772170498608,No,No,-0.36922258333684677,No,-4.373342250262944,1.6441014623315247,No,Month-to-month,0
Female,-4.096723024506,No,No,2.5851034074164803,Yes,-2.6285696906472458,-3.256771017385052,DSL,Month-to-month,0
Male,-2.2820064307552688,No,No,0.18383589301075798,No,-5.872549521168417,3.1492166880047545,No,Two year,0
Female,-0.34325743733510283,No,Yes,-0.8977241233440104,No,-4.169572150716696,-1.2157793257629437,No,Two year,0
Male,-1.9520316964976816,Yes,No,-1.1684949289274331,Yes,-2.4315684717998844,-1.6333073551964437,No,One year,0
Female,-1.0070365230435854,Yes,Yes,1.5304179341873234,Yes,-1.7825534431885492,1.9610758867142373,No,Two year,0
Male,-3.2820819878689917,No,Yes,-1.2038638221693008,No,-7.307279814061256,2.713444757223482,No,Month-to-month,0
Male,1.8503211374276964,Yes,Yes,-3.1622248399350448,Yes,-2.6009245808629964,0.518396771093252,DSL,Two year,0
Female,-2.125814234330289,Yes,No,1.0674674282235594,Yes,-2.6936304199940864,0.9727639318421916,Fiber optic,Two year,1
Female,-2.373097937530792,Yes,No,0.29577649083513935,Yes,-4.027524764956034,0.28354480883290756,No,One year,0
Female,0.7818780579277942,No,Yes,-2.617955535474703,Yes,-2.276746561141564,-1.5560646090780228,No,Month-to-month,0
Male,-3.213140920081529,Yes,Yes,-0.34382678409013434,No,-2.0442442699647527,-1.5964875824060099,No,Month-to-month,0
Female,-0.5061575202616451,No,Yes,1.1537195540061638,Yes,-3.860997778264514,2.0615467358533888,No,Month-to-month,0
Male,-2.412686298528885,No,Yes,-0.17036347680339503,No,-5.191723574890714,1.6723229711647127,Fiber optic,One year,0
Male,-1.5799877554205985,Yes,No,-1.7409864878727084,No,-2.704182109989127,-2.1014062442640355,DSL,One year,0
Female,-1.9600724429208212,Yes,No,0.3920306844279515,Yes,-2.947928698262819,0.707596556936293,DSL,Month-to-month,0
Female,-1.0858082862490845,No,Yes,-0.23416010318897162,No,-2.067676050039101,-2.3069374144566783,DSL,Month-to-month,0
Male,-2.117568649812651,No,Yes,-0.22569853846935672,Yes,-1.5961224408382235,-1.443792496421607,Fiber optic,Two year,0
Female,-2.247086192874045,Yes,Yes,-1.1748400378248889,No,-0.6751403562958883,-2.039203171371602,Fiber optic,Month-to-month,0
Male,3.966747486430116,No,Yes,0.3859057330106378,Yes,2.7796965258618807,4.287032769715248,DSL,Two year,1
Female,-2.9371572709699016,No,No,-0.33085019899305224,No,-4.102194663015281,-2.433083621461699,No,Two year,0
Male,-2.040662705851366,Yes,Yes,0.08392919908478502,No,-3.537796354563655,-1.372957456369512,No,One year,1
Male,-1.2495124971490843,No,No,-0.40127490524688103,Yes,-2.2814669991450653,2.2259203243633015,DSL,One year,1
Male,-3.0916341927523394,Yes,No,0.3887889851406525,Yes,-3.792643336286478,-1.0540149634273603,DSL,Month-to-month,0
Female,-1.3856224550319811,No,No,1.3527105366763248,No,-2.3761791244810384,0.9136619262684563,DSL,Month-to-month,1
Male,-1.02290470869112,Yes,No,1.353049526552406,Yes,-3.5023644238504965,-2.6121276986015136,No,Month-to-month,1
Female,-1.870895862770079,Yes,Yes,-1.8671338741098826,Yes,-5.428434157431655,-1.2988559819170895,DSL,Two year,0
Female,2.408960827800905,Yes,No,-4.576618135018925,Yes,-1.373743102270636,0.9128476375326704,DSL,Two year,0
Female,-1.6121080215639414,Yes,No,0.6432633981315635,No,-2.7229912990422025,-0.07277496813859319,DSL,Two year,0
Female,0.8342555141702885,No,No,-0.9202101548156618,Yes,-2.140600562450391,-1.4074506117917691,No,One year,1
Female,-3.500130106972865,Yes,No,0.5856390631298616,Yes,-2.903398406908331,2.856105188054676,No,One year,1
Female,0.513272981203549,Yes,No,0.01798277288658645,Yes,-1.9290310164294833,-2.6378000470258147,No,Two year,1
Male,-1.7370169422837591,No,No,-0.89854800542461,Yes,-1.187141193356591,-3.121837685350675,Fiber optic,One year,1
Male,1.0647195746282199,Yes,No,0.10121570335294994,No,-0.6124014823105554,-1.1886588721304556,Fiber optic,One year,1
Female,1.559317726290442,No,Yes,-3.764323528562196,No,-1.2538710846002847,-0.09888546552377697,No,One year,0
Female,-2.762178177644679,Yes,No,-2.869161683706997,Yes,-4.296090400259415,2.093945269287464,Fiber optic,Two year,1
Male,-2.1262116656740084,No,Yes,0.27027560901230385,Yes,-3.4219016752984057,1.7955300550445514,Fiber optic,Two year,0
Female,-0.2258995797338711,Yes,No,1.7700746374156553,No,-2.891115638930929,2.911032120773855,DSL,One year,0
Female,-0.2754824582933604,No,No,-0.22630380203358613,Yes,-2.8603654981690103,0.5597016992823477,DSL,Two year,1
Female,-2.943261578941376,Yes,No,3.4204088477207675,No,-3.878538502872673,-3.5930657388778764,No,Two year,1
Male,-0.682704934685481,Yes,Yes,0.43661861027371196,No,-3.8706670191258383,2.351109931143192,DSL,Month-to-month,0
Male,0.571804597734763,Yes,No,5.195085556732118,Yes,4.156763938806258,-2.2944475790886827,Fiber optic,Month-to-month,1
Male,-0.8930855878358275,Yes,Yes,0.7221464939458558,Yes,-3.3804840401649545,1.5195706688873054,DSL,One year,0
Female,1.2715068921370143,Yes,Yes,1.4123707777060481,No,-0.5700962092705002,-0.26618000029878874,Fiber optic,One year,1
Male,0.6960230881099321,Yes,Yes,2.9758379096621295,No,0.5053316519305993,-0.1751293441129791,DSL,Month-to-month,0
Female,-1.8664820993136528,Yes,Yes,-2.1928988082507814,No,-6.344284511711276,-3.0124817750900355,DSL,Month-to-month,0
Female,-1.6865311609410467,No,Yes,-0.22493418244119323,No,-3.5444262017166133,0.2860935728419318,No,Two year,0
Male,2.371222978063276,Yes,No,1.2934032799290853,No,4.240749553974665,-0.11275812560403742,No,Month-to-month,1
Female,0.5799405492909047,No,Yes,-2.4137979035029176,No,-3.4061610126206046,0.5564765165086634,Fiber optic,One year,0
Female,1.9273884271662332,Yes,Yes,2.395444596876527,Yes,3.5962848592459538,-0.03597900958557343,DSL,Month-to-month,1
Male,-0.10943122338993572,Yes,No,-3.405559083140543,Yes,-2.9532319595096204,-1.6863847004468653,Fiber optic,Month-to-month,1
